Name,Organization,id,Description,Translation Required,Spanish_Description,locations,address_1 (from address) (from locations) 2,city (from address) (from locations) 3,Zip Code (from address) (from locations) 3,latitude (from locations) 2,longitude (from locations) 2,url,email,active,application_process,service_options,payment_options,taxonomy,phones,schedule,weekday (from schedule) 3,opens_at (from schedule) 3,closes_at (from schedule) 3,add_day (from schedule) 4,add_hours (from schedule) 4,med_area,legal_area,cash_area,dv_area,foodstamp_area,freefood_area,details,service_area,Last updated,Updated By,owner,status,Auto-Last updated,Auto-Last updated by,Questions/Confusions/Observations
NOB HILL FOODS  631,,12952,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,NOB HILL FOODS  631,919 E Stanley Blvd,Livermore,94550,37.677235,-121.785067,https://www.raleys.com/stores/nob-hill-foods-east-stanley-livermore-california/,,Open,,,,Groceries,,NOB HILL FOODS  631,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,11:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  1931,,12953,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  1931,46848 Mission Blvd,Fremont,94539,37.4896436,-121.9274557,https://local.safeway.com/safeway/ca/fremont/46848-mission-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  1931,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
WALGREENS 4517,,12954,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,WALGREENS 4517,2600 Mowry Ave,Fremont,94538,37.5553763,-121.9823054,https://www.walgreens.com/locator/walgreens-2600+mowry+ave-fremont-ca-94538/id=4517,,Open,,,,Groceries,,WALGREENS 4517,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Rancho Carniceria,,12955,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Rancho Carniceria,1950 Fruitvale Ave,Oakland,94601,37.7835556,-122.2226656,http://www.instagram.com/ranchomarketproduce,,Open,,,,Groceries,,Rancho Carniceria,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM,9:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Fiji Pacific Market,,12956,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Fiji Pacific Market,536 W Tennyson Rd,Hayward,94544,37.631954,-122.0672145,http://fijipacificmarket.business.site/,,Open,,,,Groceries,,Fiji Pacific Market,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
GAZZALI'S SUPERMARKET,,12957,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,GAZZALI'S SUPERMARKET,7000 Bancroft Ave,Oakland,94605,37.767552,-122.176809,https://www.gazzalis.com/,,Open,,,,Groceries,,GAZZALI'S SUPERMARKET,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Childrens Hospital Oakland Farmers Market,,12958,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Childrens Hospital Oakland Farmers Market,747 52nd St,Oakland,94609,37.8371901,-122.2670282,https://www.childrenshospitaloakland.org/main/home.aspx,,Open,,,,Groceries,,Childrens Hospital Oakland Farmers Market,,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Las Positas Shell 308,,12959,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Las Positas Shell 308,4530 Las Positas Rd,Livermore,94551,37.699085,-121.743047,https://find.shell.com/us/fuel/10007986-4530-las-positas-rd,,Open,,,,Groceries,,Las Positas Shell 308,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
National Market,,12960,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,National Market,2931 Whipple Rd,Union City,94587,37.606227,-122.0722216,https://www.facebook.com/NationalMarketingFood/,,Open,,,,Groceries,,National Market,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:30 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Bharat Bazar 4,,12961,Can order online through their website.,,,Bharat Bazar 4,34301 Alvarado Niles Rd,Union City,94587,37.587318,-122.023138,http://www.shopbharatbazar.com/,,Open,,,,Groceries,,Bharat Bazar 4,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,9:30 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Bharat Bazar 2,,12962,Can order online through their website.,,,Bharat Bazar 2,41081 Fremont Blvd,Fremont,94538,37.5318279,-121.9596302,http://www.shopbharatbazar.com/,,Open,,Curbside Pickup,,Groceries,,Bharat Bazar 2,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Ming Lai Inc,,12963,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Ming Lai Inc,377 8th St,Oakland,94607,37.7993444,-122.2718718,https://www.yelp.com/biz/ming-lai-market-oakland,,Open,,,,Groceries,,Ming Lai Inc,,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Cardenas 201,,12964,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Cardenas 201,20812 Hesperian Blvd,Hayward,94541,37.664533,-122.116451,https://locations.cardenasmarkets.com/ll/US/CA/Hayward/20812-Hesperian-Blvd,,Open,,,,Groceries,,Cardenas 201,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
7 Eleven Store 2366 24109C,,12965,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,7 Eleven Store 2366 24109C,40820 Fremont Blvd,Fremont,94538,37.5349152,-121.9617403,https://www.7-eleven.com/locations/ca/fremont/40820-fremont-blvd-24109?yext=24109,,Open,,,,Groceries,,7 Eleven Store 2366 24109C,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Zam Zam Super Market,,12966,Can order through Avacado and get it delivered.,,,Zam Zam Super Market,40645 Fremont Blvd,Fremont,94538,37.5351364,-121.9647907,https://www.yelp.com/biz/zam-zam-halal-supermarket-and-restaurant-fremont,,Open,,Curbside Pickup,,Groceries,,Zam Zam Super Market,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,7:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Both Side Convienience Store,,12967,Store is less crowded in the morning hours.,,,Both Side Convienience Store,1627 Broadway,Oakland,94612,37.8065269,-122.2702077,https://www.yelp.com/biz/both-side-convenience-oakland,,Open,,,,Groceries,,Both Side Convienience Store,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
New India Bazaar,,12968,"Able to email the store, then do curbside pickup.",,,New India Bazaar,NA,San Ramon,94583,NA,NA,http://www.newindiabazar.com/,,Open,,Curbside Pickup,,Groceries,,New India Bazaar,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Whole Foods Market 10547,,12969,You can order through Amazon with your EBT card.,,,Whole Foods Market 10547,5200 Dublin Blvd,Dublin,94568,37.7057284,-121.8897911,http://www.wholefoodsmarket.com/stores/dublin-ca,,Open,,Curbside Pickup,,Groceries,,Whole Foods Market 10547,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
ENG LIQUORS,,12970,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,ENG LIQUORS,2003 23rd Ave,Oakland,94606,37.7878547,-122.2321746,,,Open,,,,Groceries,,ENG LIQUORS,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
P & M Liquor,,12971,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,P & M Liquor,1405 34th St,Emeryville,NA,NA,NA,,,Closed,,,,Groceries,,P & M Liquor,,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Arsheen Boparai Inc,,12972,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Arsheen Boparai Inc,2260 Marina Blvd,San Leandro,94577,37.7041022,-122.1806136,,,Closed,,,,Groceries,,Arsheen Boparai Inc,,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Carniceria La Barca,,12973,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Carniceria La Barca,1601 28th Ave,Oakland,94601,37.781751,-122.228526,https://www.yelp.com/biz/la-barca-market-oakland-2,,Closed,,,,Groceries,,Carniceria La Barca,,,,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Joes Model Liquor 1,,12974,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Joes Model Liquor 1,430 W A St,Hayward,94541,37.6659717,-122.1090178,https://www.yelp.com/biz/model-liquors-hayward,,Open,,,,Groceries,,Joes Model Liquor 1,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
LION FOOD CENTER,,12975,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,LION FOOD CENTER,NA,San Ramon,94583,NA,NA,https://www.lionsupermarket.com/locations.html,,Open,,,,Groceries,,LION FOOD CENTER,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Produce Pro Market,,12976,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Produce Pro Market,2314 San Pablo Ave,Oakland,94612,37.8141806,-122.2740222,https://m.facebook.com/pages/category/Convenience-Store/Produce-PRO-Market-213035606158843/,,Open,,,,Groceries,,Produce Pro Market,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SUPER MERCADO MI PUEBLO,,12977,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SUPER MERCADO MI PUEBLO,2838 International Blvd,Oakland,94601,37.779541,-122.229182,https://www.yelp.com/biz/supermercado-mi-pueblo-oakland-2,,Closed,,,,Groceries,,SUPER MERCADO MI PUEBLO,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SHALIMAR,,12978,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SHALIMAR,32118 Alvarado Blvd,Union City,94587,37.5899951,-122.0682217,https://www.yelp.com/biz/shalimar-union-city,,Open,,,,Groceries,,SHALIMAR,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
BLACK & WHITE MARKET,,12979,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,BLACK & WHITE MARKET,2681 Fruitvale Ave,Oakland,94601,37.7902317,-122.2204531,https://www.yelp.com/biz/black-and-white-market-oakland,,Open,,,,Groceries,,BLACK & WHITE MARKET,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Midnight Liquor & Market Inc.,,12980,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Midnight Liquor & Market Inc.,3601 Thornton Ave,Fremont,94536,37.5632401,-122.0098374,http://www.midnightliquor.net/,,Open,,,,Groceries,,Midnight Liquor & Market Inc.,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Walgreens 15666,,12981,,,,Walgreens 15666,1600 Park St,Alameda,94501,37.7670163,-122.2403235,https://www.walgreens.com/locator/walgreens-1600+park+st-alameda-ca-94501/id=15666,,Open,,,,Groceries,,Walgreens 15666,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Baby Nutritional Care  20,,12982,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Baby Nutritional Care  20,213 W Winton Ave,Hayward,94544,37.6589315,-122.0956487,,,Closed,,,,Groceries,,Baby Nutritional Care  20,"Monday, Tuesday, Wednesday, Thursday",10:00 AM,4:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
7 Eleven Inc - 7 Eleven 14182G,,12983,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,7 Eleven Inc - 7 Eleven 14182G,2175 Aldengate Way,Hayward,94545,37.6336356,-122.0974585,https://www.7-eleven.com/locations/ca/hayward/2175-aldengate-way-14182?yext=14182,,Open,,,,Groceries,,7 Eleven Inc - 7 Eleven 14182G,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
CONTRERAS MARKET,,12984,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,CONTRERAS MARKET,861 Rincon Ave,Livermore,94551,37.6881839,-121.7845755,http://contrerasmkt.com/,,Open,,,,Groceries,,CONTRERAS MARKET,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Dollar City,,12985,,,,Dollar City,911 Marina Village Pkwy,Alameda,94501,37.783822,-122.2721444,http://dollarcityofalameda.com/,,Open,,,,Groceries,,Dollar City,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
TRADER JOE'S 84,,12986,,,,TRADER JOE'S 84,22224 Redwood Rd,Castro Valley,94546,37.6853639,-122.073003,https://locations.traderjoes.com/ca/castro-valley/84/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,,Open,,,,Groceries,,TRADER JOE'S 84,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
7 Eleven 2369 20364F,,12987,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,7 Eleven 2369 20364F,15101 Hesperian Blvd,San Leandro,94578,37.7016191,-122.1304272,https://www.7-eleven.com/locations/ca/san-leandro/15101-hesperian-blvd.-20364?yext=20364,,Open,,,,Groceries,,7 Eleven 2369 20364F,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Hayward Food And Liquor,,12988,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Hayward Food And Liquor,28260 Hesperian Blvd,Hayward,94545,37.620281,-122.089753,,,Open,,,,Groceries,,Hayward Food And Liquor,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,11:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Kathmandu Market And Deli,,12989,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Kathmandu Market And Deli,2521 Telegraph Ave,Berkeley,94704,37.864677,-122.2582856,http://kathmandumarketanddeli.com/,,Open,,,,Groceries,,Kathmandu Market And Deli,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",8:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
88 Manor Market,,12990,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,88 Manor Market,NA,San Ramon,94583,NA,NA,http://www.88manormarket.com/,,Open,,,,Groceries,,88 Manor Market,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,9:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
MEXICO TORTILLA FACTORY & DELI IN,,12991,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,MEXICO TORTILLA FACTORY & DELI IN,7015 Thornton Ave,Newark,94560,37.5305051,-122.0372743,http://www.mexicotortillafactory.com/,,Open,,,,Groceries,,MEXICO TORTILLA FACTORY & DELI IN,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,6:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  994,,12992,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  994,1499 Washington Ave,San Leandro,94577,37.7231371,-122.1561362,https://local.safeway.com/safeway/ca/san-leandro/1499-washington-ave.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  994,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Safeway 3281,,12993,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Safeway 3281,2600 Fifth St,Alameda,94501,37.7854974,-122.2805679,https://local.safeway.com/safeway/ca/alameda/2600-5th-st.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,Safeway 3281,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Papa Murphy's Ca 154,,12994,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Papa Murphy's Ca 154,2002 Portola Ave,Livermore,94551,37.6921001,-121.774808,https://order.papamurphys.com/menu/papa-murphys-portola?utm_source=organic&utm_medium=gmb&utm_campaign=yext,,Open,,,,Groceries,,Papa Murphy's Ca 154,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",11:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Algahim Market,,12995,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Algahim Market,2736 35th Ave,Oakland,94619,37.7888674,-122.208678,,,Open,,,,Groceries,,Algahim Market,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
3 Ring Wine & Spirit 2,,12996,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,3 Ring Wine & Spirit 2,15100 E 14th St,San Leandro,94578,37.7048046,-122.1274284,,,Open,,,,Groceries,,3 Ring Wine & Spirit 2,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:30 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Warm Springs Auto Services Inc,,12997,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Warm Springs Auto Services Inc,47011 Warm Springs Blvd,Fremont,94539,37.486575,-121.9279586,http://www.warmsprings76.com/,,Open,,,,Groceries,,Warm Springs Auto Services Inc,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Walgreens 15163,,12998,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Walgreens 15163,1620 1st St,Livermore,94550,37.679768,-121.7759076,https://www.walgreens.com/locator/walgreens-1620+1st+st-livermore-ca-94550/id=15163,,Open,,,,Groceries,,Walgreens 15163,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",8:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
7 Eleven 39594A,,12999,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,7 Eleven 39594A,41700 Grimmer Blvd,Fremont,94538,37.5222312,-121.9684848,https://www.7-eleven.com/locations/ca/fremont/41700-grimmer-rd-39594?yext=39594,,Open,,,,Groceries,,7 Eleven 39594A,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",24 hours,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY 2315,,13000,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY 2315,600 Lewelling Blvd,San Leandro,94579,37.6893349,-122.1382982,https://local.safeway.com/safeway/ca/san-leandro/699-lewelling-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY 2315,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
TELEGRAPH QUALITY  MARKET,,13001,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,TELEGRAPH QUALITY  MARKET,2429 Telegraph Ave,Oakland,94612,37.8140246,-122.268781,,,Open,,,,Groceries,,TELEGRAPH QUALITY  MARKET,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",7:00 AM,12:00 AM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Foothill Food & Liquor,,13002,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Foothill Food & Liquor,21460 Foothill Blvd,Hayward,94541,37.6844388,-122.0907126,https://www.facebook.com/pages/Foothill-Food-Liquor/134879016556078,,Open,,,,Groceries,,Foothill Food & Liquor,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",10:00 AM,10:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Livermore Farmers' Market,,13003,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Livermore Farmers' Market,2152 2nd St,Livermore,94550,37.679677,-121.768623,https://bestfarmersmarkets.org/place/livermore-farmers-market-livermore-ca.html,,Open,,,,Groceries,,Livermore Farmers' Market,Sunday,,,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Whole Foods Market 10006,,13004,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Whole Foods Market 10006,3000 Telegraph Ave,Berkeley,94705,37.855655,-122.2604434,http://www.wholefoodsmarket.com/stores/berkeley,,Open,,,,Groceries,,Whole Foods Market 10006,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",9:00 AM,8:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
AL LUNARDI & SONS MEAT CO INC,,13005,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,AL LUNARDI & SONS MEAT CO INC,570 Williams St,San Leandro,94577,37.7187509,-122.1576285,,,Open,,,,Groceries,,AL LUNARDI & SONS MEAT CO INC,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",9:00 AM,3:00 PM,,,,,,,Accepts SNAP,,,,,,,,10/15/2020 1:49am,Joyce Tagal,
Lucky 782,,13006,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,Lucky 782,32300 Dyer St,Union City,94587,37.598643,-122.069383,http://locations.luckysupermarkets.com/ll/US/CA/Union-City/32300-Dyer-St_,,Open,,,,Groceries,,Lucky 782,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",6:00 AM,10:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
SAFEWAY  971,,13007,"This data was obtained through Google's database, and WICStoreLocator.com. It has not yet been verified by our volunteers, but will be shortly.",,,SAFEWAY  971,22280 Foothill Blvd,Hayward,94541,37.6799292,-122.083554,https://local.safeway.com/safeway/ca/hayward/22280-foothill-blvd.html?utm_source=G&utm_medium=Maps&utm_campaign=G+Places,,Open,,,,Groceries,,SAFEWAY  971,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday",5:00 AM,11:00 PM,,,,,,,"Accepts SNAP,Accepts WIC,WIC-only store",,,,,,,,10/15/2020 1:49am,Joyce Tagal,
